# d = 1
# g, Ecorr from MBPT2, analytical Ecorr (pg. 365)
0.525	-0.0683057	-0.0683057
0.535	-0.0707343	-0.0707343
0.545	-0.0731988	-0.0731988
0.555	-0.0756989	-0.0756989
0.565	-0.0782343	-0.0782343
0.575	-0.0808047	-0.0808047
0.585	-0.0834099	-0.0834099
0.595	-0.0860495	-0.0860495
0.605	-0.0887234	-0.0887234
0.615	-0.0914312	-0.0914312
0.625	-0.0941727	-0.0941727
0.635	-0.0969476	-0.0969476
0.645	-0.0997557	-0.0997557
0.655	-0.102597	-0.102597
0.665	-0.10547	-0.10547
0.675	-0.108376	-0.108376
0.685	-0.111315	-0.111315
0.695	-0.114285	-0.114285
0.705	-0.117286	-0.117286
0.715	-0.12032	-0.12032
0.725	-0.123384	-0.123384
0.735	-0.12648	-0.12648
0.745	-0.129606	-0.129606
0.755	-0.132762	-0.132762
0.765	-0.135949	-0.135949
0.775	-0.139166	-0.139166
0.785	-0.142413	-0.142413
0.795	-0.14569	-0.14569
0.805	-0.148996	-0.148996
0.815	-0.152331	-0.152331
0.825	-0.155695	-0.155695
0.835	-0.159088	-0.159088
0.845	-0.162509	-0.162509
0.855	-0.165959	-0.165959
0.865	-0.169437	-0.169437
0.875	-0.172943	-0.172943
0.885	-0.176476	-0.176476
0.895	-0.180038	-0.180038
0.905	-0.183626	-0.183626
0.915	-0.187242	-0.187242
0.925	-0.190885	-0.190885
0.935	-0.194554	-0.194554
0.945	-0.198251	-0.198251
0.955	-0.201973	-0.201973
0.965	-0.205722	-0.205722
0.975	-0.209497	-0.209497
0.985	-0.213298	-0.213298
0.995	-0.217125	-0.217125
