# energy spacing d = 1
# interaction strength g = 1
# eigenvalues E_i, eigenvectors (C_0i, C_1i, C_2i, C_3i, C_4i, C_5i)

-1.4897        0.7853         0.4194         0.27751        0.27751        0.19542        0.12328        
2              -0.56695       0.75593        0.18898        0.18898        1.4548e-06     0.18898        
4              -0.18934       -0.37867       0.79983        -0.042506      0.37866        0.18933        
4              -0.14039       -0.28078       -0.28722       0.84877        0.28078        0.14039        
6.7919         -0.02665       0.13462        -0.38412       -0.38412       0.81463        0.14982        
8.6978         0.074873       -0.11102       -0.13231       -0.13231       -0.27563       0.93332        
